,PostOfficeName,Pincode,DistrictsName,City,State
21000,Chinchpada,425417.0,Dhule,Dhule,Maharashtra
21001,Chinchpokli,400011.0,Mumbai,Mumbai,Maharashtra
21002,Chinchpokli West,400011.0,Mumbai,Mumbai,Maharashtra
21003,Chinchwad East,411019.0,Pune,Pune,Maharashtra
21004,Chinchwadagaon,411033.0,Pune,Pune,Maharashtra
21005,Chinchwadngaon,411033.0,Pune,Pune,Maharashtra
21006,Chindi Bazar,400003.0,Mumbai,Mumbai,Maharashtra
21007,Chiniwadi,400017.0,Mumbai,Mumbai,Maharashtra
21008,Chinoy Colony,400049.0,Mumbai,Mumbai,Maharashtra
21009,Chiplun Bazar,415605.0,Ratnagiri,Ratnagiri,Maharashtra
21010,Chiplun H O,415605.0,Ratnagiri,Ratnagiri,Maharashtra
21011,Chira Bazar,400002.0,Mumbai,Mumbai,Maharashtra
21012,Chira Bazar Market,400002.0,Mumbai,Mumbai,Maharashtra
21013,Chirner,410210.0,Raigarh,Alibag,Maharashtra
21014,Chitra Camp A & B,400074.0,Mumbai,Mumbai,Maharashtra
21015,Chitrakar Dhurandhar Marg,400052.0,Mumbai,Mumbai,Maharashtra
21016,Chittaranjan,400057.0,Mumbai,Mumbai,Maharashtra
21017,Chittaranjan Nagar,400077.0,Mumbai,Mumbai,Maharashtra
21018,Chittaranjan Nagar,400077.0,Mumbai,Mumbai,Maharashtra
21019,Chohotta,444125.0,Akola,Akola,Maharashtra
21020,Choksi Bazar,400002.0,Mumbai,Mumbai,Maharashtra
21021,Choksi Compound,400008.0,Mumbai,Mumbai,Maharashtra
21022,Chonkar Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21023,Chonke,416605.0,Sindhudurg,Oras,Maharashtra
21024,Chopada,425107.0,Jalgaon,Jalgaon,Maharashtra
21025,Chor Bazar,400003.0,Mumbai,Mumbai,Maharashtra
21026,Chor Lane,400012.0,Mumbai,Mumbai,Maharashtra
21027,Chor Wadi,400011.0,Mumbai,Mumbai,Maharashtra
21028,Chouki Mohalla,400008.0,Mumbai,Mumbai,Maharashtra
21029,Christ Church Road,400008.0,Mumbai,Mumbai,Maharashtra
21030,Christian Colony,400071.0,Mumbai,Mumbai,Maharashtra
21031,Chuim Village,400052.0,Mumbai,Mumbai,Maharashtra
21032,Chuma Bhatti,400016.0,Mumbai,Mumbai,Maharashtra
21033,Chuna Bander,400010.0,Mumbai,Mumbai,Maharashtra
21034,Chuna Bhatti,400008.0,Mumbai,Mumbai,Maharashtra
21035,Chuna Bhatti,400017.0,Mumbai,Mumbai,Maharashtra
21036,Chuna Bhatti,400033.0,Mumbai,Mumbai,Maharashtra
21037,Chuna Bhatti,400054.0,Mumbai,Mumbai,Maharashtra
21038,Chuna Bhatti,400068.0,Mumbai,Mumbai,Maharashtra
21039,Chuna Bhatti,400070.0,Mumbai,Mumbai,Maharashtra
21040,Chunam Lane,400007.0,Mumbai,Mumbai,Maharashtra
21041,Chunarethi Bunder,400010.0,Mumbai,Mumbai,Maharashtra
21042,Chunawala,400058.0,Mumbai,Mumbai,Maharashtra
21043,Chunilal Giridharlal Road,400064.0,Mumbai,Mumbai,Maharashtra
21044,Church Avenue,400054.0,Mumbai,Mumbai,Maharashtra
21045,Church Gate,400020.0,Mumbai,Mumbai,Maharashtra
21046,Church Gate Central Buildings,400020.0,Mumbai,Mumbai,Maharashtra
21047,Church Gate Reclamation,400020.0,Mumbai,Mumbai,Maharashtra
21048,Church Pakhadi,400057.0,Mumbai,Mumbai,Maharashtra
21049,Church Road,400050.0,Mumbai,Mumbai,Maharashtra
21050,Church Road,400056.0,Mumbai,Mumbai,Maharashtra
21051,Church Road,400059.0,Mumbai,Mumbai,Maharashtra
21052,Church Road,400070.0,Mumbai,Mumbai,Maharashtra
21053,Church Street,400010.0,Mumbai,Mumbai,Maharashtra
21054,Churi Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21055,Churu Wadi,400062.0,Mumbai,Mumbai,Maharashtra
21056,Cidco Colony,441103.0,Nagpur,Nagpur,Maharashtra
21057,Cinema Rd 4Th&5Th Rajawad,400086.0,Mumbai,Mumbai,Maharashtra
21058,Cinema Road,400020.0,Mumbai,Mumbai,Maharashtra
21059,Citizen Co Op Housing Society,400016.0,Mumbai,Mumbai,Maharashtra
21060,Clarke Bunder Road,400010.0,Mumbai,Mumbai,Maharashtra
21061,Clieda Nagar,400089.0,Mumbai,Mumbai,Maharashtra
21062,Clive Cross Lane,400009.0,Mumbai,Mumbai,Maharashtra
21063,Clive Road,400009.0,Mumbai,Mumbai,Maharashtra
21064,Coal Bunder,400010.0,Mumbai,Mumbai,Maharashtra
21065,Coal Bunder,400033.0,Mumbai,Mumbai,Maharashtra
21066,Coal Dongri,400069.0,Mumbai,Mumbai,Maharashtra
21067,Cochin Street,400038.0,Mumbai,Mumbai,Maharashtra
21068,Coelho Wadi,400049.0,Mumbai,Mumbai,Maharashtra
21069,Colaba,400005.0,Mumbai,Mumbai,Maharashtra
21070,Colaba Ashwini,400005.0,Mumbai,Mumbai,Maharashtra
21071,Colaba Bazar,400005.0,Mumbai,Mumbai,Maharashtra
21072,Colaba Cross Lane,400005.0,Mumbai,Mumbai,Maharashtra
21073,Colaba Dandi Rd Crosslane,400005.0,Mumbai,Mumbai,Maharashtra
21074,Colaba Dandi Road,400005.0,Mumbai,Mumbai,Maharashtra
21075,Colaba Dandi Road,400005.0,Mumbai,Mumbai,Maharashtra
21076,Colaba Holiday Camp,400005.0,Mumbai,Mumbai,Maharashtra
21077,Colaba Plot,400060.0,Mumbai,Mumbai,Maharashtra
21078,Colaba South,400005.0,Mumbai,Mumbai,Maharashtra
21079,Collavery Village Road,400029.0,Mumbai,Mumbai,Maharashtra
21080,Collectors Chawl,400099.0,Mumbai,Mumbai,Maharashtra
21081,Collectors Colony,400074.0,Mumbai,Mumbai,Maharashtra
21082,Collectors Compound,400064.0,Mumbai,Mumbai,Maharashtra
21083,College Lane,400028.0,Mumbai,Mumbai,Maharashtra
21084,College Road Jogeshwari,400060.0,Mumbai,Mumbai,Maharashtra
21085,College Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21086,Coly 1St To 5Th Lane,400005.0,Mumbai,Mumbai,Maharashtra
21087,Coly 5Th Cross Lane,400005.0,Mumbai,Mumbai,Maharashtra
21088,Commerce Centre,400034.0,Mumbai,Mumbai,Maharashtra
21089,Comrade Harbanslal Marg,400022.0,Mumbai,Mumbai,Maharashtra
21090,Congress House,400004.0,Mumbai,Mumbai,Maharashtra
21091,Connaught Barracks,400005.0,Mumbai,Mumbai,Maharashtra
21092,Convent Avenue,400054.0,Mumbai,Mumbai,Maharashtra
21093,Convent Road,400050.0,Mumbai,Mumbai,Maharashtra
21094,Convent Street,400039.0,Mumbai,Mumbai,Maharashtra
21095,Cooper Compound,400004.0,Mumbai,Mumbai,Maharashtra
21096,Cooper Street,400003.0,Mumbai,Mumbai,Maharashtra
21097,Cooperage,400039.0,Mumbai,Mumbai,Maharashtra
21098,Cooperage Football Ground,400021.0,Mumbai,Mumbai,Maharashtra
21099,Cooperage Telephone Excha,400021.0,Mumbai,Mumbai,Maharashtra
21100,Copper Smith Street,400010.0,Mumbai,Mumbai,Maharashtra
21101,Cork Road,400027.0,Mumbai,Mumbai,Maharashtra
21102,Corner Of Grant Road,400007.0,Mumbai,Mumbai,Maharashtra
21103,Cottage Lane,400054.0,Mumbai,Mumbai,Maharashtra
21104,Cotton Exchange,400033.0,Mumbai,Mumbai,Maharashtra
21105,Cotton Green,400033.0,Mumbai,Mumbai,Maharashtra
21106,Council Hall,400039.0,Mumbai,Mumbai,Maharashtra
21107,Cplaba,400005.0,Mumbai,Mumbai,Maharashtra
21108,Cpt Prakash Pethe Marg,400005.0,Mumbai,Mumbai,Maharashtra
21109,Croft Lane,400054.0,Mumbai,Mumbai,Maharashtra
21110,Cross Madian,400020.0,Mumbai,Mumbai,Maharashtra
21111,Cross Madian Cross Rd No3,400020.0,Mumbai,Mumbai,Maharashtra
21112,Cross Madian Cross Rd No4,400020.0,Mumbai,Mumbai,Maharashtra
21113,Cumballa Hill Road,400026.0,Mumbai,Mumbai,Maharashtra
21114,Cumballa Sea Face,400036.0,Mumbai,Mumbai,Maharashtra
21115,Cumbatta Hill,400026.0,Mumbai,Mumbai,Maharashtra
21116,Currimbhoy Road,400038.0,Mumbai,Mumbai,Maharashtra
21117,Cusrow Baug,400039.0,Mumbai,Mumbai,Maharashtra
21118,Custom Quarters,400019.0,Mumbai,Mumbai,Maharashtra
21119,Custom Quarters,400074.0,Mumbai,Mumbai,Maharashtra
21120,Cutchi Lohanwadi,400019.0,Mumbai,Mumbai,Maharashtra
21121,Cutchi Memon Mohalla,400003.0,Mumbai,Mumbai,Maharashtra
21122,Cutlery Bazar,400003.0,Mumbai,Mumbai,Maharashtra
21123,Cutlery Bazar 226 Onwards,400002.0,Mumbai,Mumbai,Maharashtra
21124,D D Thakarwadi,400028.0,Mumbai,Mumbai,Maharashtra
21125,D G M P Sewri Wadala Esta,400015.0,Mumbai,Mumbai,Maharashtra
21126,D Galli Panchayat Wadi,400002.0,Mumbai,Mumbai,Maharashtra
21127,D Gopalkrishna Gokhale Road,400080.0,Mumbai,Mumbai,Maharashtra
21128,D J Industrial Estate,400062.0,Mumbai,Mumbai,Maharashtra
21129,D K C M Sussex Rd Towards,400027.0,Mumbai,Mumbai,Maharashtra
21130,D K C Rd Aister Road,400027.0,Mumbai,Mumbai,Maharashtra
21131,D K Marg,400027.0,Mumbai,Mumbai,Maharashtra
21132,D L Vaidya Road,400028.0,Mumbai,Mumbai,Maharashtra
21133,D M C,400016.0,Mumbai,Mumbai,Maharashtra
21134,D M Nishaanpada Rdno1To69,400009.0,Mumbai,Mumbai,Maharashtra
21135,D P Co Operative Hous Soc,400057.0,Mumbai,Mumbai,Maharashtra
21136,D Road,400020.0,Mumbai,Mumbai,Maharashtra
21137,D S B M Ash Lane Dadar Jo,400028.0,Mumbai,Mumbai,Maharashtra
21138,D S High School,400022.0,Mumbai,Mumbai,Maharashtra
21139,D S K A M Koldongri Rdno2,400069.0,Mumbai,Mumbai,Maharashtra
21140,D S Lane,400002.0,Mumbai,Mumbai,Maharashtra
21141,D V Pradhan Road,400019.0,Mumbai,Mumbai,Maharashtra
21142,D Vachanalaya M Library Road,400028.0,Mumbai,Mumbai,Maharashtra
21143,Dabda Galli Khadakstreet,400009.0,Mumbai,Mumbai,Maharashtra
21144,Dabhadi,423201.0,Nashik,Nashik,Maharashtra
21145,Dabhol,415706.0,Ratnagiri,Ratnagiri,Maharashtra
21146,Dabholkar Wadi,400002.0,Mumbai,Mumbai,Maharashtra
21147,Dabholkar Wadi,400050.0,Mumbai,Mumbai,Maharashtra
21148,Dabholkar Wadi,400057.0,Mumbai,Mumbai,Maharashtra
21149,Dabul,400052.0,Mumbai,Mumbai,Maharashtra
21150,Dada Marg,416512.0,Sindhudurg,Oras,Maharashtra
21151,Dadabhoy Chamarbagwala Rd,400012.0,Mumbai,Mumbai,Maharashtra
21152,Dadabhoy Cross Lane,400054.0,Mumbai,Mumbai,Maharashtra
21153,Dadabhoy Cross Road,400056.0,Mumbai,Mumbai,Maharashtra
21154,Dadabhoy Navrojinagar,400058.0,Mumbai,Mumbai,Maharashtra
21155,Dadabhoy Navrojinagar Rd,400058.0,Mumbai,Mumbai,Maharashtra
21156,Dadabhoy Road,400056.0,Mumbai,Mumbai,Maharashtra
21157,Dadabhoy Road,400058.0,Mumbai,Mumbai,Maharashtra
21158,Dadaji Haraji Street,400028.0,Mumbai,Mumbai,Maharashtra
21159,Dadar,402124.0,Raigarh,Alibag,Maharashtra
21160,Dadar Colony,400014.0,Mumbai,Mumbai,Maharashtra
21161,Dadar Cross Rd Compound,400028.0,Mumbai,Mumbai,Maharashtra
21162,Dadar Dadasaheb,400014.0,Mumbai,Mumbai,Maharashtra
21163,Dadar Gully,400002.0,Mumbai,Mumbai,Maharashtra
21164,Dadar H O,400014.0,Mumbai,Mumbai,Maharashtra
21165,Dadar Sorting Lane,400028.0,Mumbai,Mumbai,Maharashtra
21166,Dadasaheb P Rd Dadar Main,400014.0,Mumbai,Mumbai,Maharashtra
21167,Dadasaheb Parulekar Marg,400028.0,Mumbai,Mumbai,Maharashtra
21168,Dadasaheb R Nagar,400066.0,Mumbai,Mumbai,Maharashtra
21169,Dadhalpur,416402.0,Sangli,Sangli,Maharashtra
21170,Dadi Industrial Estate,400068.0,Mumbai,Mumbai,Maharashtra
21171,Dadishet Road,400064.0,Mumbai,Mumbai,Maharashtra
21172,Dadoji Kondadeo Nagar,400099.0,Mumbai,Mumbai,Maharashtra
21173,Dadv Sheth Agiary Lane,400002.0,Mumbai,Mumbai,Maharashtra
21174,Dadv Sheth Agiary Lane,400006.0,Mumbai,Mumbai,Maharashtra
21175,Dadv Sheth Road,400007.0,Mumbai,Mumbai,Maharashtra
21176,Dady Santok Lane Chinabaz,400002.0,Mumbai,Mumbai,Maharashtra
21177,Dady Sheth Agiary,400001.0,Mumbai,Mumbai,Maharashtra
21178,Dady Sheth Cross Lane,400007.0,Mumbai,Mumbai,Maharashtra
21179,Dady Sheth Hill,400036.0,Mumbai,Mumbai,Maharashtra
21180,Dady Sheth Lane,400007.0,Mumbai,Mumbai,Maharashtra
21181,Daftary Road,400064.0,Mumbai,Mumbai,Maharashtra
21182,Dagdi Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21183,Dagina Bazar,400002.0,Mumbai,Mumbai,Maharashtra
21184,Dahanu,401601.0,Thane,Dahanu,Maharashtra
21185,Dahanu Road,401602.0,Thane,Thane,Maharashtra
21186,Dahanukar Colony,400067.0,Mumbai,Mumbai,Maharashtra
21187,Dahanukar Wadi,400067.0,Mumbai,Mumbai,Maharashtra
21188,Dahegaon Gosavi,442110.0,Wardha,Wardha,Maharashtra
21189,Dahigaon,425323.0,Jalgaon,Jalgaon,Maharashtra
21190,Dahigaon,413122.0,Solapur,Solapur,Maharashtra
21191,Dahihanda,444111.0,Amraoti,Amraoti,Maharashtra
21192,Dahisar,400068.0,Mumbai,Mumbai,Maharashtra
21193,Dahiwad,423116.0,Nashik,Nashik,Maharashtra
21194,Dahiwadi,425438.0,Dhule,Dhule,Maharashtra
21195,Dahiwadi,415508.0,Satara,Satara,Maharashtra
21196,Dahiwalkar Wadi,400014.0,Mumbai,Mumbai,Maharashtra
21197,Dairy Hill Road,400065.0,Mumbai,Mumbai,Maharashtra
21198,Dajipeth,413005.0,Sholapur,Sholapur,Maharashtra
21199,Dalal Estate,400008.0,Mumbai,Mumbai,Maharashtra
21200,Dalal Street,400023.0,Mumbai,Mumbai,Maharashtra
21201,Dalimb,413606.0,Osmanabad,Osmanabad,Maharashtra
21202,Dalit Hitavardak Hsg Society,400051.0,Mumbai,Mumbai,Maharashtra
21203,Dalmal Park,400005.0,Mumbai,Mumbai,Maharashtra
21204,Dalvi Road,400068.0,Mumbai,Mumbai,Maharashtra
21205,Dalvi Wadi,400063.0,Mumbai,Mumbai,Maharashtra
21206,Dambar Cross Lane,400007.0,Mumbai,Mumbai,Maharashtra
21207,Dambar Lane,400007.0,Mumbai,Mumbai,Maharashtra
21208,Damber Gulli,400009.0,Mumbai,Mumbai,Maharashtra
21209,Damodai Karanwadi,400028.0,Mumbai,Mumbai,Maharashtra
21210,Damodar Mhatre Road,400067.0,Mumbai,Mumbai,Maharashtra
21211,Damodar Thakersey Hall,400012.0,Mumbai,Mumbai,Maharashtra
21212,Damodar Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21213,Damu Pada,400101.0,Mumbai,Mumbai,Maharashtra
21214,Dana Bunder,400009.0,Mumbai,Mumbai,Maharashtra
21215,Danda Koliwada,400052.0,Mumbai,Mumbai,Maharashtra
21216,Danda Kotpada,400052.0,Mumbai,Mumbai,Maharashtra
21217,Danda Madhlapada,400052.0,Mumbai,Mumbai,Maharashtra
21218,Danda Road,400052.0,Mumbai,Mumbai,Maharashtra
21219,Danda Varinapda,400052.0,Mumbai,Mumbai,Maharashtra
21220,Danda Village,400052.0,Mumbai,Mumbai,Maharashtra
21221,Dandapada Village,400052.0,Mumbai,Mumbai,Maharashtra
21222,Dandi Colaba,400005.0,Mumbai,Mumbai,Maharashtra
21223,Dangaon,444712.0,Amraoti,Amraoti,Maharashtra
21224,Dapcheri,401610.0,Thane,Thane,Maharashtra
21225,Dapodi,411012.0,Pune,Pune,Maharashtra
21226,Dapoli,415712.0,Ratnagiri,Ratnagiri,Maharashtra
21227,Darabshow Road,400036.0,Mumbai,Mumbai,Maharashtra
21228,Darabshow Road Old Dubhas,400004.0,Mumbai,Mumbai,Maharashtra
21229,Darakhi Road,400078.0,Mumbai,Mumbai,Maharashtra
21230,Darapur,444814.0,Amraoti,Amraoti,Maharashtra
21231,Dargah Mohalla,400016.0,Mumbai,Mumbai,Maharashtra
21232,Dargah Street,400016.0,Mumbai,Mumbai,Maharashtra
21233,Darukhana Lanes,400010.0,Mumbai,Mumbai,Maharashtra
21234,Daruwalla Compound,400008.0,Mumbai,Mumbai,Maharashtra
21235,Daruwalla Compound,400064.0,Mumbai,Mumbai,Maharashtra
21236,Darwha,445202.0,Yeotamal,Darwha,Maharashtra
21237,Darya Mohalla,400016.0,Mumbai,Mumbai,Maharashtra
21238,Daryapur,444803.0,Amraoti,Amraoti,Maharashtra
21239,Daryastan Galli,400003.0,Mumbai,Mumbai,Maharashtra
21240,Dasgaon,402102.0,Raigarh,Alibag,Maharashtra
21241,Dashrathlal Joshi Road Juhu,400056.0,Mumbai,Mumbai,Maharashtra
21242,Datala,443102.0,Buldhana,Buldhana,Maharashtra
21243,Datar Colony Road,400078.0,Mumbai,Mumbai,Maharashtra
21244,Dathi Narayan Mhatre Road,400092.0,Mumbai,Mumbai,Maharashtra
21245,Datta Apte Bldg 1 To 4,400052.0,Mumbai,Mumbai,Maharashtra
21246,Datta Mandir Road Bhandup,400078.0,Mumbai,Mumbai,Maharashtra
21247,Datta Mandir Road Malad,400064.0,Mumbai,Mumbai,Maharashtra
21248,Datta Mandir Road Vakola,400055.0,Mumbai,Mumbai,Maharashtra
21249,Datta Nagar,416120.0,Kolhapur,Kolhapur,Maharashtra
21250,Datta Pada,400066.0,Mumbai,Mumbai,Maharashtra
21251,Datta Tekdi,400060.0,Mumbai,Mumbai,Maharashtra
21252,Datta Temple Road,400067.0,Mumbai,Mumbai,Maharashtra
21253,Datta Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21254,Dattapada Road,400066.0,Mumbai,Mumbai,Maharashtra
21255,Dattaram Lad Marg Hindmat,400012.0,Mumbai,Mumbai,Maharashtra
21256,Dattaram Lad Path Kalecho,400033.0,Mumbai,Mumbai,Maharashtra
21257,Dattaraya Krishna Sandu,400071.0,Mumbai,Mumbai,Maharashtra
21258,Dattaraya Nagar,400086.0,Mumbai,Mumbai,Maharashtra
21259,Dattatraya Road,400054.0,Mumbai,Mumbai,Maharashtra
21260,Dattawad,416107.0,Kolhapur,Kolhapur,Maharashtra
21261,Daulat Nagar,415211.0,Satara,Satara,Maharashtra
21262,Daund,413801.0,Pune,Daund,Maharashtra
21263,Dauri Nagar,400055.0,Mumbai,Mumbai,Maharashtra
21264,Davaniwada,441604.0,Bhandara,Bhandara,Maharashtra
21265,Dawood Baug,400008.0,Mumbai,Mumbai,Maharashtra
21266,Dawood Baug,400058.0,Mumbai,Mumbai,Maharashtra
21267,Dawood Baug Road,400058.0,Mumbai,Mumbai,Maharashtra
21268,Dawood Ismail Compound,400010.0,Mumbai,Mumbai,Maharashtra
21269,Dayabhai Compound,400064.0,Mumbai,Mumbai,Maharashtra
21270,Dayaldas Road,400057.0,Mumbai,Mumbai,Maharashtra
21271,Dayapur Town,444803.0,Amraoti,Amraoti,Maharashtra
21272,Decca Film Institute,411004.0,Pune,Pune,Maharashtra
21273,Deccan Ex-Service Men Col,411004.0,Pune,Pune,Maharashtra
21274,Deccan Gymkhana,411004.0,Pune,Pune,Maharashtra
21275,Ded Gaon,443306.0,Buldhana,Buldhana,Maharashtra
21276,Deep Nagar,425307.0,Jalgaon,Jalgaon,Maharashtra
21277,Deep Narayan Road,400068.0,Mumbai,Mumbai,Maharashtra
21278,Degloor,431717.0,Nanded,Nanded,Maharashtra
21279,Dehu Road,412109.0,Pune,Pune,Maharashtra
21280,Dehu Road,412113.0,Pune,Pune,Maharashtra
21281,Dehu Road Cantt,412101.0,Pune,Pune,Maharashtra
21282,Delima Colony,400099.0,Mumbai,Mumbai,Maharashtra
21283,Delisle Ephinstone Road,400013.0,Mumbai,Mumbai,Maharashtra
21284,Delisle Road,400013.0,Mumbai,Mumbai,Maharashtra
21285,Denkavliwadi,400028.0,Mumbai,Mumbai,Maharashtra
21286,Deodhar Road,400019.0,Mumbai,Mumbai,Maharashtra
21287,Deodhe,416712.0,Ratnagiri,Ratnagiri,Maharashtra
21288,Deogaon,422307.0,Nashik,Nashik,Maharashtra
21289,Deogaon,413243.0,Sholapur,Sholapur,Maharashtra
21290,Deogaon Ranian,431115.0,Aurangabad,Aurangabad,Maharashtra
21291,Deolali,422401.0,Nashik,Deolali,Maharashtra
21292,Deolali Air Force,422501.0,Nashik,Nashik,Maharashtra
21293,Deolali Bazar,422501.0,Nashik,Nashik,Maharashtra
21294,Deolali School Artilary,422501.0,Nashik,Nashik,Maharashtra
21295,Deolapur,441408.0,Nagpur,Nagpur,Maharashtra
21296,Deole,415807.0,Ratnagiri,Ratnagiri,Maharashtra
21297,Deolgaon Raja,443204.0,Buldhana,Buldhana,Maharashtra
21298,Deoli,442101.0,Wardha,Deoli,Maharashtra
21299,Deoni,413519.0,Latur,Latur,Maharashtra
21300,Deori,441901.0,Bhandara,Bhandara,Maharashtra
21301,Desaigunj,441207.0,Chandrapur,Chandrapur,Maharashtra
21302,Deshmukhwadi,400081.0,Mumbai,Chalisgaon,Maharashtra
21303,Deul Gaon Ghai,443105.0,Buldhana,Buldhana,Maharashtra
21304,Deul Gaon Mahi,443206.0,Buldhana,Buldhana,Maharashtra
21305,Deulgaon Mali,443306.0,Buldhana,Buldhana,Maharashtra
21306,Deulwada Nerur,416525.0,Sindhudurg,Oras,Maharashtra
21307,Devache Gothane,416710.0,Ratnagiri,Ratnagiri,Maharashtra
21308,Deval Pada,400066.0,Mumbai,Mumbai,Maharashtra
21309,Devashar Lane,400077.0,Mumbai,Mumbai,Maharashtra
21310,Devchand Nagar,400064.0,Mumbai,Mumbai,Maharashtra
21311,Devgad,416613.0,Sindhudurg,Oras,Maharashtra
21312,Devgaon,425112.0,Jalgaon,Jalgaon,Maharashtra
21313,Devi Ahilyabai Holkarchow,400020.0,Mumbai,Mumbai,Maharashtra
21314,Devidas Lane,400103.0,Mumbai,Mumbai,Maharashtra
21315,Devidayal Compound,400010.0,Mumbai,Mumbai,Maharashtra
21316,Devidayal Road,400080.0,Mumbai,Mumbai,Maharashtra
21317,Devipada,400092.0,Mumbai,Mumbai,Maharashtra
21318,Devji Bhirji Road,400067.0,Mumbai,Mumbai,Maharashtra
21319,Devji Dharshiwadi,400025.0,Mumbai,Mumbai,Maharashtra
21320,Devji Ratansi Marg Baorch,400009.0,Mumbai,Mumbai,Maharashtra
21321,Devkaran Nanji Wadi,400002.0,Mumbai,Mumbai,Maharashtra
21322,Devkulewadi,400028.0,Mumbai,Mumbai,Maharashtra
21323,Devla,423102.0,Nashik,Nashik,Maharashtra
21324,Devlai Pravara,413716.0,Ahmednagar,Ahmednagar,Maharashtra
21325,Devlpada,400066.0,Mumbai,Mumbai,Maharashtra
21326,Devnar Lane,400077.0,Mumbai,Mumbai,Maharashtra
21327,Devnar Muncipal Chawls,400074.0,Mumbai,Mumbai,Maharashtra
21328,Devnar Village,400074.0,Mumbai,Mumbai,Maharashtra
21329,Devrashtra,415303.0,Sangli,Sangli,Maharashtra
21330,Devrukh,415804.0,Ratnagiri,Ratnagiri,Maharashtra
21331,Dhad,443106.0,Buldhana,Buldhana,Maharashtra
21332,Dhalgaon,416403.0,Sangli,Sangli,Maharashtra
21333,Dhamanand,415718.0,Ratnagiri,Ratnagiri,Maharashtra
21334,Dhamangaon,444717.0,Amraoti,Amraoti,Maharashtra
21335,Dhamangaon Bada,443104.0,Buldhana,Buldhana,Maharashtra
21336,Dhamangaon R S,444709.0,Amraoti,Amraoti,Maharashtra
21337,Dhamari,423607.0,Ahmednagar,Ahmednagar,Maharashtra
21338,Dhamni,410508.0,Pune,Pune,Maharashtra
21339,Dhanara,425450.0,Dhule,Dhule,Maharashtra
21340,Dhandalphal,422603.0,Ahmednagar,Ahmednagar,Maharashtra
21341,Dhandipura,431122.0,Beed,Beed,Maharashtra
21342,Dhank Wadi,411043.0,Pune,Pune,Maharashtra
21343,Dhanki,445207.0,Yeotamal,Yeotamal,Maharashtra
21344,Dhapewada,441503.0,Nagpur,Nagpur,Maharashtra
21345,Dharangaon,443112.0,Buldhana,Dharangaon,Maharashtra
21346,Dharangaon,425105.0,Jalgaon,Jalgaon,Maharashtra
21347,Dharavi,400017.0,Mumbai,Mumbai,Maharashtra
21348,Dharavi Koliwada,400017.0,Mumbai,Mumbai,Maharashtra
21349,Dharavi Road,400017.0,Mumbai,Mumbai,Maharashtra
21350,Dharmabad,431809.0,Nanded,Dharmabad,Maharashtra
21351,Dharni,444702.0,Amraoti,Amraoti,Maharashtra
21352,Dhasai,421402.0,Thane,Thane,Maharashtra
21353,Dhebewadi,415112.0,Satara,Satara,Maharashtra
21354,Dhoki,413508.0,Osmanabad,Osmanabad,Maharashtra
21355,Dhondopant Ramji Vavaskar,400050.0,Mumbai,Mumbai,Maharashtra
21356,Dhorwadi,400017.0,Mumbai,Mumbai,Maharashtra
21357,Dhosabhai,400010.0,Mumbai,Mumbai,Maharashtra
21358,Dhule,424004.0,Dhule,Dhule,Maharashtra
21359,Dhule Chaini Road,424001.0,Dhule,Dhule,Maharashtra
21360,Dhule City,424001.0,Dhule,Dhule,Maharashtra
21361,Dhule Collectorate,424001.0,Dhule,Dhule,Maharashtra
21362,Dhule Devpur,424002.0,Dhule,Dhule,Maharashtra
21363,Dhule H O,424001.0,Dhule,Dhule,Maharashtra
21364,Dhule Jaihind Colony,424002.0,Dhule,Dhule,Maharashtra
21365,Dhule N P Mills,424001.0,Dhule,Dhule,Maharashtra
21366,Dhule Station Roa,424001.0,Dhule,Dhule,Maharashtra
21367,Dhule Station Road,424003.0,Dhule,Dhule,Maharashtra
21368,Dhun Mill Naka,400025.0,Mumbai,Mumbai,Maharashtra
21369,Dhuru Nagar,400055.0,Mumbai,Mumbai,Maharashtra
21370,Dhuru Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21371,Dhus Wadi,400002.0,Mumbai,Mumbai,Maharashtra
21372,Dhus Wadi,400002.0,Mumbai,Mumbai,Maharashtra
21373,Dias Compound,400060.0,Mumbai,Mumbai,Maharashtra
21374,Dias Wadi,400028.0,Mumbai,Mumbai,Maharashtra
21375,Dighanchi,415315.0,Sangli,Sangli,Maharashtra
21376,Dighi Camp,411015.0,Pune,Pune,Maharashtra
21377,Dighi Vishrantwadi,411015.0,Pune,Pune,Maharashtra
21378,Dighori,441805.0,Bhandara,Bhandara,Maharashtra
21379,Digraj Kasba,416305.0,Sangli,Sangli,Maharashtra
21380,Digras,445203.0,Yeotamal,Digras,Maharashtra
21381,Diksal Mol,415504.0,Satara,Satara,Maharashtra
21382,Dimbhe Colony,410509.0,Pune,Pune,Maharashtra
21383,Dimtikar Rd Belhasisrdpar,400008.0,Mumbai,Mumbai,Maharashtra
21384,Dinbhai Petit Street,400007.0,Mumbai,Mumbai,Maharashtra
21385,Dindori,422202.0,Nashik,Nashik,Maharashtra
21386,Dindoshi Road,400062.0,Mumbai,Mumbai,Maharashtra
