,PostOfficeName,Pincode,DistrictsName,City,State
370,Bingine Palle,523106.0,Prakasam,Prakasam,Andhra Pradesh
371,Birkur,503321.0,Nizamabad,Nizamabad,Andhra Pradesh
372,Bitragunta,524142.0,Nellore,Nellore,Andhra Pradesh
373,Bitragunta Locoshed,524142.0,Nellore,Nellore,Andhra Pradesh
374,Boath,504304.0,Adilabad,Adilabad,Andhra Pradesh
375,Bobbili Bazar,532573.0,Vizianagaram,Vizianagaram,Andhra Pradesh
376,Bobbili Church Road,532573.0,Vizianagaram,Vizianagaram,Andhra Pradesh
377,Bobbili R S College Road,532558.0,Vizianagaram,Vizianagaram,Andhra Pradesh
378,Bobbilli Govt Hospital Rd,532558.0,Vizianagaram,Vizianagaram,Andhra Pradesh
379,Bobblli,532558.0,Vizianagaram,Vizianagaram,Andhra Pradesh
380,Bodasakurru,533215.0,East Godavari,East Godavari,Andhra Pradesh
381,Bodemmanur,518146.0,Kurnool,Kurnool,Andhra Pradesh
382,Bodhan,503185.0,Nizamabad,Bodhan,Andhra Pradesh
383,Bodhan R S,503185.0,Nizamabad,Nizamabad,Andhra Pradesh
384,Bodi Palem,522354.0,Guntur,Guntur,Andhra Pradesh
385,Bodugullam,522354.0,Guntur,Guntur,Andhra Pradesh
386,Bogavalu,524142.0,Nellore,Nellore,Andhra Pradesh
387,Bokkudu Palli,516392.0,Cuddapah,Cuddapah,Andhra Pradesh
388,Bolarum,500010.0,Hyderabad,Hyderabad,Andhra Pradesh
389,Bollavaram,516360.0,Cuddapah,Cuddapah,Andhra Pradesh
390,Bollavaram,518517.0,Kurnool,Kurnool,Andhra Pradesh
391,Bomma Samudram,517134.0,Chittoor,Chittoor,Andhra Pradesh
392,Bommagani Palle,515763.0,Anantapur,Anantapur,Andhra Pradesh
393,Bommakal,505480.0,Karimnagar,Karimnagar,Andhra Pradesh
394,Bommakal,507204.0,Khammam,Khammam,Andhra Pradesh
395,Bommalaramaram,508126.0,Nalgonda,Nalgonda,Andhra Pradesh
396,Bommanapalli,505472.0,Karimnagar,Karimnagar,Andhra Pradesh
397,Bompally,501502.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
398,Bomraspet,509345.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
399,Bonangi,531160.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
400,Bondada,534207.0,West Godavari,West Godavari,Andhra Pradesh
401,Bondalawada,515427.0,Anantapur,Anantapur,Andhra Pradesh
402,Bondapalle,531260.0,Vizianagaram,Vizianagaram,Andhra Pradesh
403,Bondugula,508105.0,Nalgonda,Nalgonda,Andhra Pradesh
404,Bonthala Koduru,532408.0,Srikakulam,Srikakulam,Andhra Pradesh
405,Booragammanda,517146.0,Chittoor,Chittoor,Andhra Pradesh
406,Bopenpalli,505524.0,Karimnagar,Karimnagar,Andhra Pradesh
407,Bopparaju Palle,517108.0,Chittoor,Chittoor,Andhra Pradesh
408,Bosenagar,523155.0,Prakasam,Prakasam,Andhra Pradesh
409,Botla Gudur,523110.0,Prakasam,Prakasam,Andhra Pradesh
410,Boudha Nagar,500361.0,Hyderabad,Hyderabad,Andhra Pradesh
411,Bowin Palle,500011.0,Hyderabad,Hyderabad,Andhra Pradesh
412,Brahma Devam,524346.0,Nellore,Nellore,Andhra Pradesh
413,Brahma Puram,521370.0,Krishna,Krishna,Andhra Pradesh
414,Brahmana Kodur,522214.0,Guntur,Guntur,Andhra Pradesh
415,Brahmana Kotkur,518432.0,Kurnool,Kurnool,Andhra Pradesh
416,Brahmantarla,532220.0,Srikakulam,Srikakulam,Andhra Pradesh
417,Brodipet,522002.0,Guntur,Guntur,Andhra Pradesh
418,Brundavanam,524001.0,Nellore,Nellore,Andhra Pradesh
419,Buchampalle,501202.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
420,Buchinaidu Palle,517111.0,Chittoor,Chittoor,Andhra Pradesh
421,Buchinnapet,506221.0,Warangal,Warangal,Andhra Pradesh
422,Buchireddy Palem,524305.0,Nellore,Nellore,Andhra Pradesh
423,Buckinghampet,520002.0,Krishna,Krishna,Andhra Pradesh
424,Budam Padu,522013.0,Guntur,Guntur,Andhra Pradesh
425,Budharam,509213.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
426,Budili,515241.0,Anantapur,Anantapur,Andhra Pradesh
427,Budithi,532427.0,Srikakulam,Srikakulam,Andhra Pradesh
428,Budwarpet,504106.0,Adilabad,Adilabad,Andhra Pradesh
429,Buildings Compound,524003.0,Nellore,Nellore,Andhra Pradesh
430,Bukkapatnam,515144.0,Anantapur,Anantapur,Andhra Pradesh
431,Bukkaraya,515144.0,Anantapur,Anantapur,Andhra Pradesh
432,Bungalpet,504106.0,Adilabad,Adilabad,Andhra Pradesh
433,Burakayala Kota,517351.0,Chittoor,Chittoor,Andhra Pradesh
434,Buravilli,532417.0,Srikakulam,Srikakulam,Andhra Pradesh
435,Burgampahad,507114.0,Khammam,Khammam,Andhra Pradesh
436,Burhanpuram Bus Stn,507001.0,Khammam,Khammam,Andhra Pradesh
437,Burja,532445.0,Srikakulam,Srikakulam,Andhra Pradesh
438,Burja,532551.0,Srikakulam,Srikakulam,Andhra Pradesh
439,Burnpet,522601.0,Guntur,Guntur,Andhra Pradesh
440,Bus Stand,522201.0,Guntur,Guntur,Andhra Pradesh
441,Bus Stand,502110.0,Medak,Medak,Andhra Pradesh
442,Bus Stand,524305.0,Nellore,Nellore,Andhra Pradesh
443,Bus Stand,532312.0,Srikakulam,Srikakulam,Andhra Pradesh
444,Bus Stand Complex,503111.0,Nizamabad,Nizamabad,Andhra Pradesh
445,Bus Stand Guntur,522010.0,Guntur,Guntur,Andhra Pradesh
446,Bus Stand Jagannadapuram,532502.0,Vizianagaram,Vizianagaram,Andhra Pradesh
447,Bus Station,500003.0,Hyderabad,Hyderabad,Andhra Pradesh
448,Butchi Raju Palem Visakha,530006.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
449,Buthareddigudem,505102.0,Karimnagar,Karimnagar,Andhra Pradesh
450,Buttaipet,521001.0,Krishna,Krishna,Andhra Pradesh
451,Buttayagudem,534448.0,Warangal,Warangal,Andhra Pradesh
452,Buttuguda,508001.0,Nalgonda,Nalgonda,Andhra Pradesh
453,C C I,501158.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
454,C T R Bazar,517001.0,Chittoor,Chittoor,Andhra Pradesh
455,C T R Court Buildings,517001.0,Chittoor,Chittoor,Andhra Pradesh
456,C T R Market,517001.0,Chittoor,Chittoor,Andhra Pradesh
457,C T R South,517002.0,Chittoor,Chittoor,Andhra Pradesh
458,Calingapatnam,532406.0,Srikakulam,Srikakulam,Andhra Pradesh
459,Camp Ootpalli,503180.0,Nizamabad,Nizamabad,Andhra Pradesh
460,Campus,507154.0,Khammam,Khammam,Andhra Pradesh
461,Canal Campus,508202.0,Nalgonda,Nalgonda,Andhra Pradesh
462,Cathedral Compound,506381.0,Warangal,Warangal,Andhra Pradesh
463,Cci,532406.0,Srikakulam,Srikakulam,Andhra Pradesh
464,Cdp Almaspet,516001.0,Cuddapah,Cuddapah,Andhra Pradesh
465,Cdp Co-Op Colony,516001.0,Cuddapah,Cuddapah,Andhra Pradesh
466,Cdp Mandi Bazar,516001.0,Cuddapah,Cuddapah,Andhra Pradesh
467,Cdp Maruthi Nagar,516001.0,Cuddapah,Cuddapah,Andhra Pradesh
468,Cdp Masapet,516001.0,Cuddapah,Cuddapah,Andhra Pradesh
469,Cdp Mochampet,516001.0,Cuddapah,Cuddapah,Andhra Pradesh
470,Cdp Nagarjupet,516001.0,Cuddapah,Cuddapah,Andhra Pradesh
471,Cdp Sunnapurallapally,516001.0,Cuddapah,Cuddapah,Andhra Pradesh
472,Cement Nagar,518206.0,Kurnool,Kurnool,Andhra Pradesh
473,Cement Works,504209.0,Adilabad,Adilabad,Andhra Pradesh
474,Central Police Lines,500013.0,Hyderabad,Hyderabad,Andhra Pradesh
475,Central Secretariat,500022.0,Hyderabad,Hyderabad,Andhra Pradesh
476,Central Training Institute,500768.0,Hyderabad,Hyderabad,Andhra Pradesh
477,Central University Campus,500134.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
478,Ch Agraharam,534196.0,West Godavari,West Godavari,Andhra Pradesh
479,Chabala,515813.0,Anantapur,Anantapur,Andhra Pradesh
480,Chada,508111.0,Nalgonda,Nalgonda,Andhra Pradesh
481,Chagal,506301.0,Warangal,Warangal,Andhra Pradesh
482,Chagalamarri,518553.0,Kurnool,Kurnool,Andhra Pradesh
483,Chagallu,534342.0,West Godavari,West Godavari,Andhra Pradesh
484,Chaitanya Bharati,500171.0,Hyderabad,Hyderabad,Andhra Pradesh
485,Chaitanyapuri Colony,500036.0,Hyderabad,Hyderabad,Andhra Pradesh
486,Chakalakonda,524221.0,Nellore,Nellore,Andhra Pradesh
487,Chakrayapeta,516260.0,Cuddapah,Cuddapah,Andhra Pradesh
488,Chalakurthi,508350.0,Nalgonda,Nalgonda,Andhra Pradesh
489,Challa Palli,533503.0,East Godavari,East Godavari,Andhra Pradesh
490,Challa Palli,521126.0,Krishna,Krishna,Andhra Pradesh
491,Challapeta,532581.0,Vizianagaram,Vizianagaram,Andhra Pradesh
492,Challavari Palli,515419.0,Anantapur,Anantapur,Andhra Pradesh
493,Challore,505505.0,Karimnagar,Karimnagar,Andhra Pradesh
494,Chanchalguda,500024.0,Hyderabad,Hyderabad,Andhra Pradesh
495,Chandampet,508259.0,Nalgonda,Nalgonda,Andhra Pradesh
496,Chandana,515458.0,Anantapur,Anantapur,Andhra Pradesh
497,Chandapur,509115.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
498,Chandarla Padu,521182.0,Krishna,Krishna,Andhra Pradesh
499,Chandole,522311.0,Guntur,Guntur,Andhra Pradesh
500,Chandra Mouli Nagar,522007.0,Guntur,Guntur,Andhra Pradesh
501,Chandragiri,517101.0,Chittoor,Chittoor,Andhra Pradesh
502,Chandragiri Fort,517101.0,Chittoor,Chittoor,Andhra Pradesh
503,Chandramoulipuram Punnam,520010.0,Krishna,Krishna,Andhra Pradesh
504,Chandrapuram,507135.0,Khammam,Khammam,Andhra Pradesh
505,Chandulal Baradari,500264.0,Hyderabad,Hyderabad,Andhra Pradesh
506,Chandupatla,508116.0,Nalgonda,Nalgonda,Andhra Pradesh
507,Chandur Vattikodu,508255.0,Nalgonda,Nalgonda,Andhra Pradesh
508,Chanmukla,505505.0,Karimnagar,Karimnagar,Andhra Pradesh
509,Chapara,532216.0,Srikakulam,Srikakulam,Andhra Pradesh
510,Chapi Revula,518675.0,Kurnool,Kurnool,Andhra Pradesh
511,Charak Palli,502221.0,Medak,Medak,Andhra Pradesh
512,Charala,517260.0,Chittoor,Chittoor,Andhra Pradesh
513,Charla,507133.0,Khammam,Khammam,Andhra Pradesh
514,Chata Parru,534004.0,West Godavari,West Godavari,Andhra Pradesh
515,Chatragadda,522274.0,Guntur,Guntur,Andhra Pradesh
516,Chavali,522277.0,Guntur,Guntur,Andhra Pradesh
517,Chavata Palem,523188.0,Prakasam,Prakasam,Andhra Pradesh
518,Chayapuram,515843.0,Anantapur,Anantapur,Andhra Pradesh
519,Chebrole,533449.0,East Godavari,East Godavari,Andhra Pradesh
520,Chebrole,522212.0,Guntur,Guntur,Andhra Pradesh
521,Cheerlavancha,505412.0,Karimnagar,Karimnagar,Andhra Pradesh
522,Chegunta,502255.0,Medak,Medak,Andhra Pradesh
523,Chegur,509333.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
524,Chekur,509332.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
525,Chelkur,501516.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
526,Chelluru,533261.0,East Godavari,East Godavari,Andhra Pradesh
527,Chelpur,505468.0,Karimnagar,Karimnagar,Andhra Pradesh
528,Chelpur,506168.0,Warangal,Warangal,Andhra Pradesh
529,Chembakur,517417.0,Chittoor,Chembakur,Andhra Pradesh
530,Chendra Sekhara,517417.0,Chittoor,Chittoor,Andhra Pradesh
531,Chengalrao Pet,530001.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
532,Chenna Kotha Palli,515101.0,Anantapur,Anantapur,Andhra Pradesh
533,Chennam Palle,516502.0,Cuddapah,Cuddapah,Andhra Pradesh
534,Chennarao Peta,506332.0,Warangal,Warangal,Andhra Pradesh
535,Chennarayuni,506332.0,Warangal,Warangal,Andhra Pradesh
536,Chennur,516162.0,Cuddapah,Cuddapah,Andhra Pradesh
537,Chennur,524406.0,Nellore,Nellore,Andhra Pradesh
538,Chepur,503228.0,Nizamabad,Nizamabad,Andhra Pradesh
539,Cherla Palli,508013.0,Nalgonda,Nalgonda,Andhra Pradesh
540,Cherlo Palle,517305.0,Chittoor,Chittoor,Andhra Pradesh
541,Cheruku Ganuma,517305.0,Chittoor,Chittoor,Andhra Pradesh
542,Cheruku Palle,522309.0,Guntur,Guntur,Andhra Pradesh
543,Cherukupalli,508258.0,Nalgonda,Nalgonda,Andhra Pradesh
544,Cheruru R S,517390.0,Chittoor,Chittoor,Andhra Pradesh
545,Cheruvu Mundara,507169.0,Khammam,Khammam,Andhra Pradesh
546,Cheruvuumadharam,507169.0,Khammam,Khammam,Andhra Pradesh
547,Chevela,501503.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
548,Cheyyeru,533225.0,East Godavari,East Godavari,Andhra Pradesh
549,Chiguruvada,517517.0,Chittoor,Chittoor,Andhra Pradesh
550,Chikkadapalli Market,500020.0,Hyderabad,Hyderabad,Andhra Pradesh
551,Chikul,502374.0,Medak,Medak,Andhra Pradesh
552,Chilakala Pudi,521002.0,Krishna,Krishna,Andhra Pradesh
553,Chilamakur,516310.0,Cuddapah,Cuddapah,Andhra Pradesh
554,Chilamathur,515341.0,Anantapur,Anantapur,Andhra Pradesh
555,Chilkalguda,500025.0,Hyderabad,Hyderabad,Andhra Pradesh
556,Chilkoor,508230.0,Nalgonda,Nalgonda,Andhra Pradesh
557,Chilla Kallu,521178.0,Krishna,Krishna,Andhra Pradesh
558,Chillakur,524412.0,Nellore,Nellore,Andhra Pradesh
559,Chiluvur,522332.0,Guntur,Guntur,Andhra Pradesh
560,Chima Kurthi,523226.0,Prakasam,Prakasam,Andhra Pradesh
561,Chimala Kondur,508116.0,Nalgonda,Nalgonda,Andhra Pradesh
562,China Bazar,532001.0,Srikakulam,Srikakulam,Andhra Pradesh
563,China Bazar,531163.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
564,China Ganjam,523135.0,Prakasam,Prakasam,Andhra Pradesh
565,China Golconda,509218.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
566,China Gottiga,501143.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
567,China Jatram,509243.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
568,China Kandukuru,508287.0,Nalgonda,Nalgonda,Andhra Pradesh
569,China Mangalaram,501512.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
570,China Waltair,530023.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
571,Chinaoram Padu,516109.0,Cuddapah,Cuddapah,Andhra Pradesh
572,Chinapalem,522299.0,Guntur,Guntur,Andhra Pradesh
573,Chinaravuru,522201.0,Guntur,Guntur,Andhra Pradesh
574,Chincholi,504110.0,Adilabad,Adilabad,Andhra Pradesh
575,Chinna Gottigallu,517193.0,Chittoor,Chittoor,Andhra Pradesh
576,Chinna Komarla,516433.0,Cuddapah,Cuddapah,Andhra Pradesh
577,Chinna Machupalle,516165.0,Cuddapah,Cuddapah,Andhra Pradesh
578,Chinna Mandem,516214.0,Cuddapah,Cuddapah,Andhra Pradesh
579,Chinna Pola Mada,515422.0,Anantapur,Anantapur,Andhra Pradesh
580,Chinna Tipa,509141.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
581,Chinnava Gudem,534486.0,West Godavari,West Godavari,Andhra Pradesh
582,Chinnoor,504201.0,Adilabad,Adilabad,Andhra Pradesh
583,Chinta Palli,522620.0,Guntur,Guntur,Andhra Pradesh
584,Chinta Palli,508250.0,Nalgonda,Nalgonda,Andhra Pradesh
585,Chinta Palli,531111.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
586,Chinta Parti,517277.0,Chittoor,Chittoor,Andhra Pradesh
587,Chintakani,507208.0,Khammam,Khammam,Andhra Pradesh
588,Chintakunta Khurd,509111.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
589,Chintala Pudi,534460.0,West Godavari,West Godavari,Andhra Pradesh
590,Chintalcheru,502299.0,Medak,Medak,Andhra Pradesh
591,Chintaluru,533232.0,East Godavari,East Godavari,Andhra Pradesh
592,Chintauntapalem,521001.0,Krishna,Krishna,Andhra Pradesh
593,Chinturu,507126.0,Khammam,Khammam,Andhra Pradesh
594,Chipuru Palli,532128.0,Srikakulam,Srikakulam,Andhra Pradesh
595,Chira Mohalla,502220.0,Medak,Medak,Andhra Pradesh
596,Chirala,523155.0,Prakasam,Chirala,Andhra Pradesh
597,Chirala Bazar,523155.0,Prakasam,Prakasam,Andhra Pradesh
598,Chirikura Padu,523124.0,Prakasam,Prakasam,Andhra Pradesh
599,Chirra Kunta,504294.0,Adilabad,Adilabad,Andhra Pradesh
600,Chiruvolu Lanka,521128.0,Krishna,Krishna,Andhra Pradesh
601,Chiryal,506223.0,Warangal,Warangal,Andhra Pradesh
602,Chitti Gadda,501113.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
603,Chitti Valasa,531162.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
604,Chitticherla,517198.0,Chittoor,Chittoor,Andhra Pradesh
605,Chittinagar,520009.0,Krishna,Krishna,Andhra Pradesh
606,Chittoor,517001.0,Chittoor,Chittoor,Andhra Pradesh
607,Chittoor Collectorate,517002.0,Chittoor,Chittoor,Andhra Pradesh
608,Chittoor North,517004.0,Chittoor,Chittoor,Andhra Pradesh
609,Chittoor Sugar Factory,517003.0,Chittoor,Chittoor,Andhra Pradesh
610,Chitvel,516104.0,Cuddapah,Cuddapah,Andhra Pradesh
611,Chityal,508114.0,Nalgonda,Nalgonda,Andhra Pradesh
612,Chityal,506356.0,Warangal,Warangal,Andhra Pradesh
613,Chityala,509109.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
614,Chivalur,522298.0,Guntur,Guntur,Andhra Pradesh
615,Choda Varam,521117.0,Krishna,Krishna,Andhra Pradesh
616,Chodavaram,523285.0,Prakasam,Prakasam,Andhra Pradesh
617,Chodavaram,531036.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
618,Chodaya Palem,522264.0,Guntur,Guntur,Andhra Pradesh
619,Choppa Dandi,505415.0,Karimnagar,Karimnagar,Andhra Pradesh
620,Choragudi,521251.0,Krishna,Krishna,Andhra Pradesh
621,Choringa,533461.0,East Godavari,East Godavari,Andhra Pradesh
622,Choudaripet,522006.0,Guntur,Guntur,Andhra Pradesh
623,Chout Uppal,508252.0,Nalgonda,Nalgonda,Andhra Pradesh
624,Choutra Guntur,522003.0,Guntur,Guntur,Andhra Pradesh
625,Chowdepalle,517257.0,Chittoor,Chittoor,Andhra Pradesh
626,Christurajapuram,520005.0,Krishna,Krishna,Andhra Pradesh
627,Chukkalur,515415.0,Anantapur,Anantapur,Andhra Pradesh
628,Church Road,507001.0,Khammam,Khammam,Andhra Pradesh
629,Church Squrare,533002.0,East Godavari,East Godavari,Andhra Pradesh
630,Circlepet,521001.0,Krishna,Krishna,Andhra Pradesh
631,Clock Tower,515001.0,Anantapur,Anantapur,Andhra Pradesh
632,Clock Tower,515004.0,Anantapur,Anantapur,Andhra Pradesh
633,Clock Tower,522403.0,Guntur,Guntur,Andhra Pradesh
634,Clock Tower,508002.0,Nalgonda,Nalgonda,Andhra Pradesh
635,Clough Peta,523001.0,Prakasam,Prakasam,Andhra Pradesh
636,Cnanapuram,518202.0,Kurnool,Kurnool,Andhra Pradesh
637,Co Op Colony,524201.0,Nellore,Nellore,Andhra Pradesh
638,Collectorate,532001.0,Srikakulam,Srikakulam,Andhra Pradesh
639,College,533203.0,East Godavari,East Godavari,Andhra Pradesh
640,College Campus,504001.0,Adilabad,Adilabad,Andhra Pradesh
641,College Street,534275.0,West Godavari,West Godavari,Andhra Pradesh
642,Coop Colony,534211.0,West Godavari,West Godavari,Andhra Pradesh
643,Cooperative Ind Est,500037.0,Hyderabad,Hyderabad,Andhra Pradesh
644,Cotton Market,504001.0,Adilabad,Adilabad,Andhra Pradesh
645,Courtpeta,532284.0,Srikakulam,Srikakulam,Andhra Pradesh
646,Crp Camp,500005.0,Hyderabad,Hyderabad,Andhra Pradesh
647,Cuddapah,516001.0,Cuddapah,Cuddapah,Andhra Pradesh
648,Cuddapah Co-Op Sugars,516163.0,Cuddapah,Cuddapah,Andhra Pradesh
649,Cuddapah R S,516004.0,Cuddapah,Cuddapah,Andhra Pradesh
650,Cumbum,523333.0,Prakasam,Prakasam,Andhra Pradesh
651,Cumbum East,523333.0,Prakasam,Prakasam,Andhra Pradesh
652,Cunjapadugu,505184.0,Karimnagar,Karimnagar,Andhra Pradesh
653,D Muppavaram Dronamraju,534390.0,West Godavari,West Godavari,Andhra Pradesh
654,Daba Gardens,530020.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
655,Dabala Bazar,507003.0,Khammam,Khammam,Andhra Pradesh
656,Dabirpura,500023.0,Hyderabad,Hyderabad,Andhra Pradesh
657,Damal Cheruvu,517152.0,Chittoor,Chittoor,Andhra Pradesh
658,Damar Gidda,509407.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
659,Damarcherla,508375.0,Nalgonda,Nalgonda,Andhra Pradesh
660,Damavaram,524152.0,Nellore,Nellore,Andhra Pradesh
661,Damera,505476.0,Karimnagar,Karimnagar,Andhra Pradesh
662,Dammapeta,507306.0,Khammam,Dammapeta,Andhra Pradesh
663,Danavaipeta,533103.0,East Godavari,East Godavari,Andhra Pradesh
664,Dandepalli,504206.0,Adilabad,Adilabad,Andhra Pradesh
665,Dangeru,533263.0,East Godavari,Dangeru,Andhra Pradesh
666,Dantalur,522297.0,Guntur,Guntur,Andhra Pradesh
667,Darga Mitta,524003.0,Nellore,Nellore,Andhra Pradesh
668,Darju Sahifa,500024.0,Hyderabad,Hyderabad,Andhra Pradesh
669,Darpalli,503165.0,Nizamabad,Nizamabad,Andhra Pradesh
670,Darsi Agraharam,523267.0,Prakasam,Prakasam,Andhra Pradesh
671,Darsi Nsc Colony,523247.0,Prakasam,Prakasam,Andhra Pradesh
672,Dasannapeta,531202.0,Vizianagaram,Vizianagaram,Andhra Pradesh
673,Dathala Palli,506315.0,Warangal,Warangal,Andhra Pradesh
674,Datta Treya Colony,500028.0,Hyderabad,Hyderabad,Andhra Pradesh
675,Deebaguntla,518669.0,Kurnool,Kurnool,Andhra Pradesh
676,Delta Gannavaram,533240.0,East Godavari,East Godavari,Andhra Pradesh
677,Dema Kethe Palli,515332.0,Anantapur,Anantapur,Andhra Pradesh
678,Demi,503124.0,Nizamabad,Nizamabad,Andhra Pradesh
679,Dendukur,507206.0,Khammam,Khammam,Andhra Pradesh
680,Dep Vijayawada,520050.0,Krishna,Krishna,Andhra Pradesh
681,Depot,530009.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
682,Desaipet,521001.0,Krishna,Krishna,Andhra Pradesh
683,Deshaipet,506006.0,Warangal,Warangal,Andhra Pradesh
684,Det Guntur,522050.0,Guntur,Guntur,Andhra Pradesh
685,Devagudi,516441.0,Cuddapah,Cuddapah,Andhra Pradesh
686,Devagudur,523277.0,Prakasam,Prakasam,Andhra Pradesh
687,Deval Hazar Sutoon,506011.0,Warangal,Warangal,Andhra Pradesh
688,Devanakonda,518465.0,Karimnagar,Karimnagar,Andhra Pradesh
689,Devapur,504218.0,Adilabad,Adilabad,Andhra Pradesh
690,Devar Konda,508248.0,Nalgonda,Nalgonda,Andhra Pradesh
691,Devara Kadra,509204.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
692,Devara Palle,531030.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
693,Devara Palli,534313.0,West Godavari,West Godavari,Andhra Pradesh
694,Devaruppala,506302.0,Warangal,Warangal,Andhra Pradesh
695,Devipatnam,533339.0,East Godavari,East Godavari,Andhra Pradesh
696,Dhanora,502305.0,Medak,Medak,Andhra Pradesh
697,Dhanwada,509205.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
698,Dharamapuri,505425.0,Karimnagar,Karimnagar,Andhra Pradesh
699,Dharamaram,503230.0,Nizamabad,Nizamabad,Andhra Pradesh
700,Dharamraopet,503145.0,Nizamabad,Nizamabad,Andhra Pradesh
701,Dharma Rao Cheruvu,506330.0,Warangal,Warangal,Andhra Pradesh
702,Dharmaji Gudem,534462.0,West Godavari,West Godavari,Andhra Pradesh
703,Dharmaram,506330.0,Warangal,Warangal,Andhra Pradesh
704,Dharmavaram,515671.0,Anantapur,Dharmavaram,Andhra Pradesh
705,Dharmavaram,533430.0,East Godavari,Dharmavaram,Andhra Pradesh
706,Dharmavaram,531148.0,Vishakhapatnam,Dharmavaram,Andhra Pradesh
707,Dharmavaram Bazar,515671.0,Anantapur,Anantapur,Andhra Pradesh
708,Dharmavaram Bazar,515672.0,Anantapur,Anantapur,Andhra Pradesh
709,Dharur,509133.0,Mahboobnagar,Mahboobnagar,Andhra Pradesh
710,Dharur,501121.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
711,Dhone,518222.0,Kurnool,Kurnool,Andhra Pradesh
712,Dhone Bazar,518222.0,Kurnool,Kurnool,Andhra Pradesh
713,Dhoolpet,500006.0,Hyderabad,Hyderabad,Andhra Pradesh
714,Dhulipudi,522258.0,Guntur,Guntur,Andhra Pradesh
715,Dichpalli,503175.0,Nizamabad,Nizamabad,Andhra Pradesh
716,Digwal,502321.0,Medak,Medak,Andhra Pradesh
717,Dilsukhanagarcoly,500036.0,Hyderabad,Hyderabad,Andhra Pradesh
718,Dilwarpur,504306.0,Adilabad,Adilabad,Andhra Pradesh
719,Dimli,531061.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
720,Dindi,522276.0,Guntur,Guntur,Andhra Pradesh
721,Dindi Project,508258.0,Nalgonda,Nalgonda,Andhra Pradesh
722,Dinne Devara Padu,518021.0,Kurnool,Kurnool,Andhra Pradesh
723,Dippakayalapudu,534314.0,West Godavari,West Godavari,Andhra Pradesh
724,Dirsih Cherla,508333.0,Nalgonda,Nalgonda,Andhra Pradesh
725,Dirusu Marru,534239.0,West Godavari,West Godavari,Andhra Pradesh
726,Dist Court Bldgs,505002.0,Karimnagar,Karimnagar,Andhra Pradesh
727,Dist Court Bldgs,530002.0,Vishakhapatnam,Vishakhapatnam,Andhra Pradesh
728,District Court,521002.0,Krishna,Krishna,Andhra Pradesh
729,Divisional Office,520001.0,Krishna,Krishna,Andhra Pradesh
730,Dnr College,534202.0,West Godavari,West Godavari,Andhra Pradesh
731,Doddi Patla,534266.0,West Godavari,West Godavari,Andhra Pradesh
732,Doki Parru,521332.0,Karimnagar,Karimnagar,Andhra Pradesh
733,Doma,501525.0,Ranga Reddy,Ranga Reddy,Andhra Pradesh
734,Domakonda,503123.0,Nizamabad,Domakonda,Andhra Pradesh
735,Dommara Nandyala,516431.0,Cuddapah,Cuddapah,Andhra Pradesh
736,Dommeru,534351.0,West Godavari,Dommeru,Andhra Pradesh
737,Dona Banda,504207.0,Adilabad,Adilabad,Andhra Pradesh
738,Dona Konda R S,523305.0,Prakasam,Prakasam,Andhra Pradesh
739,Dona Podu,508272.0,Nalgonda,Nalgonda,Andhra Pradesh
740,Donboscu Premiias,522503.0,Guntur,Guntur,Andhra Pradesh
